name,phone,email,website,type,address,city,postcode
Barber Shop 86,+49 761 97720530,info@barber-shop-86.de,https://www.barber-shop-86.de,Hairdresser,"Hauptstraße 124, 79106 Freiburg",Freiburg,79106
Barber Shop City 62,+49 761 33327093,service@barber-shop-city-62.de,,Hairdresser,"Kölner Straße 77, 79102 Freiburg",Freiburg,79102
Barber Shop Freiburg,+49 761 31474938,termin@barber-shop-freiburg.de,https://www.barber-shop-freiburg.de,Hairdresser,"Friedrichstraße 34, 79104 Freiburg",Freiburg,79104
Barber Shop Zentrum 9,+49 761 80945037,salon@barber-shop-zentrum-9.de,,Hairdresser,"Marktplatz 132, 79108 Freiburg",Freiburg,79108
Barbier Mitte 10,+49 761 89147999,kontakt@barbier-mitte-10.de,https://www.barbier-mitte-10.de,Hairdresser,"Kirchstraße 99, 79102 Freiburg",Freiburg,79102
Beauty Salon Zentrum 62,+49 761 56875075,beauty-salon-zentrum-62@gmx.de,https://www.beauty-salon-zentrum-62.de,Hairdresser,"Friedrichstraße 54, 79102 Freiburg",Freiburg,79102
Damenfriseur Freiburg,+49 761 41307437,damenfriseur-freiburg@web.de,,Hairdresser,"Hauptstraße 35, 79108 Freiburg",Freiburg,79108
Hair & Beauty Freiburg,+49 761 77832219,salon@hair--beauty-freiburg.de,https://www.hair--beauty-freiburg.de,Hairdresser,"Königstraße 29, 79106 Freiburg",Freiburg,79106
Hair Design City 99,+49 761 90986481,termin@hair-design-city-99.de,https://www.hair-design-city-99.de,Hairdresser,"Königstraße 35, 79098 Freiburg",Freiburg,79098
Hair Design Freiburg,+49 761 49498881,hair-design-freiburg@gmx.de,https://www.hair-design-freiburg.de,Hairdresser,"Berliner Straße 29, 79098 Freiburg",Freiburg,79098
Hair Lounge Freiburg,+49 761 88768102,hair-lounge-freiburg@gmx.de,https://www.hair-lounge-freiburg.de,Hairdresser,"Kirchstraße 145, 79111 Freiburg",Freiburg,79111
Herrenfriseur City 17,+49 761 12710584,kontakt@herrenfriseur-city-17.de,https://www.herrenfriseur-city-17.de,Hairdresser,"Kirchstraße 102, 79108 Freiburg",Freiburg,79108
Herrenfriseur Mitte 25,+49 761 52442215,info@herrenfriseur-mitte-25.de,https://www.herrenfriseur-mitte-25.de,Hairdresser,"Lindenstraße 70, 79102 Freiburg",Freiburg,79102
Schnitt & Style Freiburg,+49 761 23882277,kontakt@schnitt--style-freiburg.de,,Hairdresser,"Berliner Straße 101, 79106 Freiburg",Freiburg,79106
Schnitt & Style Zentrum 31,+49 761 16177737,service@schnitt--style-zentrum-31.de,https://www.schnitt--style-zentrum-31.de,Hairdresser,"Bahnhofstraße 88, 79102 Freiburg",Freiburg,79102
Schnitt & Style Zentrum 8,+49 761 60063695,info@schnitt--style-zentrum-8.de,,Hairdresser,"Hauptstraße 91, 79110 Freiburg",Freiburg,79110
Style Studio City 11,+49 761 81688449,info@style-studio-city-11.de,https://www.style-studio-city-11.de,Hairdresser,"Kaiserstraße 91, 79106 Freiburg",Freiburg,79106
Beauty Salon Gelsenkirchen,+49 209 63799537,salon@beauty-salon-gelsenkirchen.de,https://www.beauty-salon-gelsenkirchen.de,Hairdresser,"Goethestraße 90, 45881 Gelsenkirchen",Gelsenkirchen,45881
Coiffeur Mitte 60,+49 209 76898791,kontakt@coiffeur-mitte-60.de,,Hairdresser,"Kirchstraße 37, 45889 Gelsenkirchen",Gelsenkirchen,45889
Damenfriseur City 47,+49 209 23496390,info@damenfriseur-city-47.de,https://www.damenfriseur-city-47.de,Hairdresser,"Schillerstraße 69, 45888 Gelsenkirchen",Gelsenkirchen,45888
Friseursalon Gelsenkirchen,+49 209 29946081,kontakt@friseursalon-gelsenkirchen.de,https://www.friseursalon-gelsenkirchen.de,Hairdresser,"Friedrichstraße 106, 45886 Gelsenkirchen",Gelsenkirchen,45886
Friseursalon Gelsenkirchen 59,+49 209 71078719,salon@friseursalon-gelsenkirchen-59.de,https://www.friseursalon-gelsenkirchen-59.de,Barber,"Berliner Straße 31, 45889 Gelsenkirchen",Gelsenkirchen,45889
Friseursalon Mitte 9,+49 209 83516578,friseursalon-mitte-9@web.de,https://www.friseursalon-mitte-9.de,Hairdresser,"Hauptstraße 70, 45883 Gelsenkirchen",Gelsenkirchen,45883
Frisör 1,+49 209 11725762,termin@frisr-1.de,,Barber,"Hamburger Straße 53, 45879 Gelsenkirchen",Gelsenkirchen,45879
Haar Atelier City 70,+49 209 65161655,haar-atelier-city-70@outlook.de,https://www.haar-atelier-city-70.de,Hairdresser,"Goethestraße 40, 45889 Gelsenkirchen",Gelsenkirchen,45889
Haar Atelier Gelsenkirchen,+49 209 88669207,salon@haar-atelier-gelsenkirchen.de,,Barber,"Münchner Straße 58, 45889 Gelsenkirchen",Gelsenkirchen,45889
Haarstudio 80,+49 209 56260586,haarstudio-80@web.de,https://www.haarstudio-80.de,Barber,"Kölner Straße 38, 45881 Gelsenkirchen",Gelsenkirchen,45881
Haarstudio Mitte 86,+49 209 45875733,kontakt@haarstudio-mitte-86.de,https://www.haarstudio-mitte-86.de,Hairdresser,"Münchner Straße 127, 45888 Gelsenkirchen",Gelsenkirchen,45888
Hair Design Zentrum 15,+49 209 26234719,service@hair-design-zentrum-15.de,https://www.hair-design-zentrum-15.de,Hairdresser,"Schillerstraße 125, 45888 Gelsenkirchen",Gelsenkirchen,45888
Hair Design Zentrum 51,+49 209 61779406,hair-design-zentrum-51@t-online.de,,Hairdresser,"Friedrichstraße 22, 45888 Gelsenkirchen",Gelsenkirchen,45888
Hair Design Zentrum 9,+49 209 51235398,salon@hair-design-zentrum-9.de,https://www.hair-design-zentrum-9.de,Barber,"Bahnhofstraße 142, 45884 Gelsenkirchen",Gelsenkirchen,45884
Hair Lounge 16,+49 209 48178272,termin@hair-lounge-16.de,https://www.hair-lounge-16.de,Hairdresser,"Kirchstraße 120, 45884 Gelsenkirchen",Gelsenkirchen,45884
Hair Lounge City 60,+49 209 74147326,hair-lounge-city-60@outlook.de,https://www.hair-lounge-city-60.de,Hairdresser,"Münchner Straße 12, 45889 Gelsenkirchen",Gelsenkirchen,45889
Herrenfriseur 25,+49 209 84846231,info@herrenfriseur-25.de,https://www.herrenfriseur-25.de,Hairdresser,"Friedrichstraße 7, 45888 Gelsenkirchen",Gelsenkirchen,45888
Herrenfriseur Gelsenkirchen,+49 209 92846755,termin@herrenfriseur-gelsenkirchen.de,https://www.herrenfriseur-gelsenkirchen.de,Hairdresser,"Hauptstraße 27, 45881 Gelsenkirchen",Gelsenkirchen,45881
Salon Gelsenkirchen,+49 209 59448889,salon-gelsenkirchen@gmx.de,https://www.salon-gelsenkirchen.de,Hairdresser,"Hauptstraße 118, 45889 Gelsenkirchen",Gelsenkirchen,45889
Schnitt & Style Zentrum 42,+49 209 70134053,info@schnitt--style-zentrum-42.de,,Hairdresser,"Hauptstraße 48, 45889 Gelsenkirchen",Gelsenkirchen,45889
Barber City 77,+49 345 34963285,info@barber-city-77.de,https://www.barber-city-77.de,Hairdresser,"Hamburger Straße 70, 06114 Halle",Halle,06114
Barber Halle,+49 345 70336187,service@barber-halle.de,https://www.barber-halle.de,Hairdresser,"Marktplatz 74, 06118 Halle",Halle,06118
Barber Halle 67,+49 345 55388167,barber-halle-67@gmx.de,https://www.barber-halle-67.de,Hairdresser,"Schillerstraße 108, 06114 Halle",Halle,06114
Coiffeur City 83,+49 345 73464030,coiffeur-city-83@gmail.com,,Hairdresser,"Marktplatz 62, 06120 Halle",Halle,06120
Coiffeur Mitte 12,+49 345 56775575,coiffeur-mitte-12@gmx.de,,Hairdresser,"Lindenstraße 41, 06122 Halle",Halle,06122
Coiffeur Mitte 21,+49 345 69907589,info@coiffeur-mitte-21.de,https://www.coiffeur-mitte-21.de,Hairdresser,"Kölner Straße 88, 06110 Halle",Halle,06110
Friseursalon City 82,+49 345 53698373,service@friseursalon-city-82.de,https://www.friseursalon-city-82.de,Hairdresser,"Lindenstraße 81, 06112 Halle",Halle,06112
Friseursalon Mitte 2,+49 345 67405795,friseursalon-mitte-2@t-online.de,,Hairdresser,"Kaiserstraße 124, 06110 Halle",Halle,06110
Frisör Zentrum 32,+49 345 94242239,service@frisr-zentrum-32.de,https://www.frisr-zentrum-32.de,Hairdresser,"Schillerstraße 28, 06112 Halle",Halle,06112
Haar Atelier City 3,+49 345 60076965,haar-atelier-city-3@gmx.de,https://www.haar-atelier-city-3.de,Hairdresser,"Friedrichstraße 144, 06110 Halle",Halle,06110
Haar Atelier Mitte 26,+49 345 52611464,salon@haar-atelier-mitte-26.de,,Barber,"Bahnhofstraße 59, 06122 Halle",Halle,06122
Haarsalon 29,+49 345 73574209,haarsalon-29@web.de,https://www.haarsalon-29.de,Hairdresser,"Bahnhofstraße 1, 06118 Halle",Halle,06118
Haarsalon Zentrum 77,+49 345 62729364,haarsalon-zentrum-77@outlook.de,https://www.haarsalon-zentrum-77.de,Hairdresser,"Bahnhofstraße 42, 06108 Halle",Halle,06108
Hair & Beauty Halle,+49 345 30489608,salon@hair--beauty-halle.de,https://www.hair--beauty-halle.de,Barber,"Kirchstraße 128, 06108 Halle",Halle,06108
Hair Design 44,+49 345 65559462,termin@hair-design-44.de,https://www.hair-design-44.de,Hairdresser,"Kaiserstraße 49, 06112 Halle",Halle,06112
Hair Design 70,+49 345 14687532,hair-design-70@t-online.de,,Hairdresser,"Goethestraße 70, 06114 Halle",Halle,06114
Hair Lounge Halle,+49 345 39117549,hair-lounge-halle@outlook.de,https://www.hair-lounge-halle.de,Hairdresser,"Schillerstraße 99, 06112 Halle",Halle,06112
Hair Lounge Halle 2,+49 345 31546579,info@hair-lounge-halle-2.de,https://www.hair-lounge-halle-2.de,Barber,"Königstraße 108, 06122 Halle",Halle,06122
Salon 29,+49 345 39081295,info@salon-29.de,https://www.salon-29.de,Barber,"Kirchstraße 65, 06120 Halle",Halle,06120
Salon City 38,+49 345 16067073,kontakt@salon-city-38.de,https://www.salon-city-38.de,Hairdresser,"Kaiserstraße 27, 06112 Halle",Halle,06112
Salon Mitte 74,+49 345 32431010,service@salon-mitte-74.de,https://www.salon-mitte-74.de,Barber,"Marktplatz 116, 06116 Halle",Halle,06116
Schnitt & Style 97,+49 345 74413454,schnitt--style-97@outlook.de,https://www.schnitt--style-97.de,Hairdresser,"Kaiserstraße 50, 06112 Halle",Halle,06112
Style Studio 99,+49 345 14086200,service@style-studio-99.de,,Hairdresser,"Lindenstraße 141, 06112 Halle",Halle,06112
Barbier,+49 40 59722549,service@barbier.de,https://www.barbier.de,Barber,"Schillerstraße 42, 20148 Hamburg",Hamburg,20148
Barbier City 10,+49 40 47729539,info@barbier-city-10.de,https://www.barbier-city-10.de,Barber,"Berliner Straße 142, 20249 Hamburg",Hamburg,20249
Beauty Salon Hamburg,+49 40 26564361,beauty-salon-hamburg@outlook.de,https://www.beauty-salon-hamburg.de,Barber,"Goethestraße 16, 20099 Hamburg",Hamburg,20099
Coiffeur Hamburg,+49 40 59712009,service@coiffeur-hamburg.de,https://www.coiffeur-hamburg.de,Barber,"Friedrichstraße 5, 20097 Hamburg",Hamburg,20097
Coiffeur Mitte,+49 40 30989255,kontakt@coiffeur-mitte.de,https://www.coiffeur-mitte.de,Hairdresser,"Hauptstraße 55, 20146 Hamburg",Hamburg,20146
Damenfriseur Mitte,+49 40 90099577,damenfriseur-mitte@web.de,https://www.damenfriseur-mitte.de,Barber,"Marktplatz 11, 20144 Hamburg",Hamburg,20144
Friseur 22,+49 40 12476029,info@friseur-22.de,https://www.friseur-22.de,Barber,"Kölner Straße 66, 20095 Hamburg",Hamburg,20095
Friseursalon,+49 40 31995279,salon@friseursalon.de,https://www.friseursalon.de,Barber,"Marktplatz 41, 20097 Hamburg",Hamburg,20097
Friseursalon Hamburg,+49 40 12062954,kontakt@friseursalon-hamburg.de,https://www.friseursalon-hamburg.de,Hairdresser,"Marktplatz 27, 20099 Hamburg",Hamburg,20099
Haarsalon,+49 40 20253161,salon@haarsalon.de,https://www.haarsalon.de,Hairdresser,"Hauptstraße 17, 20099 Hamburg",Hamburg,20099
Haarsalon Mitte,+49 40 73643716,salon@haarsalon-mitte.de,https://www.haarsalon-mitte.de,Hairdresser,"Münchner Straße 112, 20149 Hamburg",Hamburg,20149
Haarstudio City,+49 40 40812946,kontakt@haarstudio-city.de,,Hairdresser,"Kirchstraße 150, 20099 Hamburg",Hamburg,20099
Haarwerk Zentrum,+49 40 97263356,salon@haarwerk-zentrum.de,https://www.haarwerk-zentrum.de,Hairdresser,"Königstraße 68, 20144 Hamburg",Hamburg,20144
Hair & Beauty 69,+49 40 87987263,hair--beauty-69@web.de,https://www.hair--beauty-69.de,Hairdresser,"Hamburger Straße 131, 20097 Hamburg",Hamburg,20097
Hair Design,+49 40 24290673,service@hair-design.de,,Hairdresser,"Hamburger Straße 114, 20149 Hamburg",Hamburg,20149
Hair Design City,+49 40 83662786,hair-design-city@gmail.com,https://www.hair-design-city.de,Hairdresser,"Kölner Straße 144, 20097 Hamburg",Hamburg,20097
Herrenfriseur Hamburg,+49 40 94620272,herrenfriseur-hamburg@web.de,https://www.herrenfriseur-hamburg.de,Hairdresser,"Hauptstraße 119, 20148 Hamburg",Hamburg,20148
Salon Hamburg,+49 40 94984771,info@salon-hamburg.de,https://www.salon-hamburg.de,Hairdresser,"Berliner Straße 147, 20148 Hamburg",Hamburg,20148
Salon Hamburg 40,+49 40 18310908,salon@salon-hamburg-40.de,https://www.salon-hamburg-40.de,Hairdresser,"Friedrichstraße 94, 20146 Hamburg",Hamburg,20146
Schnitt & Style City,+49 40 12345263,kontakt@schnitt--style-city.de,https://www.schnitt--style-city.de,Hairdresser,"Hauptstraße 6, 20097 Hamburg",Hamburg,20097
Schnitt & Style Hamburg,+49 40 68404726,schnitt--style-hamburg@gmx.de,,Hairdresser,"Schillerstraße 10, 20249 Hamburg",Hamburg,20249
Schnitt & Style Mitte,+49 40 53511057,salon@schnitt--style-mitte.de,,Hairdresser,"Marktplatz 84, 20095 Hamburg",Hamburg,20095
Schnitt & Style Zentrum,+49 40 40974455,termin@schnitt--style-zentrum.de,https://www.schnitt--style-zentrum.de,Hairdresser,"Kölner Straße 126, 20097 Hamburg",Hamburg,20097
Style Studio City,+49 40 79169213,salon@style-studio-city.de,https://www.style-studio-city.de,Barber,"Kirchstraße 4, 20097 Hamburg",Hamburg,20097
Style Studio Mitte,+49 40 57441076,style-studio-mitte@gmx.de,,Hairdresser,"Hamburger Straße 11, 20099 Hamburg",Hamburg,20099
Barbier Hannover,+49 511 80262709,termin@barbier-hannover.de,https://www.barbier-hannover.de,Hairdresser,"Lindenstraße 62, 30171 Hannover",Hannover,30171
Beauty Salon City 88,+49 511 51902527,service@beauty-salon-city-88.de,https://www.beauty-salon-city-88.de,Hairdresser,"Kirchstraße 103, 30159 Hannover",Hannover,30159
Beauty Salon Mitte 1,+49 511 13667194,service@beauty-salon-mitte-1.de,https://www.beauty-salon-mitte-1.de,Hairdresser,"Schillerstraße 139, 30165 Hannover",Hannover,30165
Coiffeur Hannover,+49 511 48602785,coiffeur-hannover@gmail.com,https://www.coiffeur-hannover.de,Hairdresser,"Lindenstraße 62, 30173 Hannover",Hannover,30173
Damenfriseur Hannover,+49 511 89869923,damenfriseur-hannover@web.de,,Hairdresser,"Schillerstraße 103, 30161 Hannover",Hannover,30161
Friseur Hannover,+49 511 54852660,friseur-hannover@gmail.com,https://www.friseur-hannover.de,Hairdresser,"Kölner Straße 2, 30173 Hannover",Hannover,30173
Haarstudio City 78,+49 511 48797293,info@haarstudio-city-78.de,https://www.haarstudio-city-78.de,Hairdresser,"Friedrichstraße 62, 30159 Hannover",Hannover,30159
Hair & Beauty City 14,+49 511 66883951,kontakt@hair--beauty-city-14.de,,Hairdresser,"Münchner Straße 48, 30173 Hannover",Hannover,30173
Hair & Beauty City 39,+49 511 32475438,termin@hair--beauty-city-39.de,,Barber,"Kölner Straße 143, 30167 Hannover",Hannover,30167
Hair Lounge City 99,+49 511 58627119,service@hair-lounge-city-99.de,https://www.hair-lounge-city-99.de,Hairdresser,"Schillerstraße 108, 30169 Hannover",Hannover,30169
Hair Lounge Mitte 50,+49 511 16105028,salon@hair-lounge-mitte-50.de,,Hairdresser,"Friedrichstraße 4, 30167 Hannover",Hannover,30167
Herrenfriseur City 1,+49 511 57277339,salon@herrenfriseur-city-1.de,https://www.herrenfriseur-city-1.de,Hairdresser,"Goethestraße 98, 30159 Hannover",Hannover,30159
Salon Mitte,+49 511 38336188,salon-mitte@gmail.com,,Barber,"Hamburger Straße 52, 30171 Hannover",Hannover,30171
Salon Mitte 80,+49 511 45775669,salon-mitte-80@web.de,https://www.salon-mitte-80.de,Hairdresser,"Kaiserstraße 141, 30173 Hannover",Hannover,30173
Schnitt & Style Hannover,+49 511 75494190,schnitt--style-hannover@t-online.de,https://www.schnitt--style-hannover.de,Barber,"Hauptstraße 116, 30165 Hannover",Hannover,30165
Barber City 39,+49 721 62827595,barber-city-39@web.de,,Barber,"Bahnhofstraße 95, 76135 Karlsruhe",Karlsruhe,76135
Barber Karlsruhe,+49 721 35900656,termin@barber-karlsruhe.de,https://www.barber-karlsruhe.de,Hairdresser,"Münchner Straße 9, 76189 Karlsruhe",Karlsruhe,76189
Barbier City 40,+49 721 40171877,termin@barbier-city-40.de,,Hairdresser,"Berliner Straße 134, 76133 Karlsruhe",Karlsruhe,76133
Barbier Mitte 98,+49 721 84745199,kontakt@barbier-mitte-98.de,https://www.barbier-mitte-98.de,Hairdresser,"Friedrichstraße 79, 76185 Karlsruhe",Karlsruhe,76185
Beauty Salon Karlsruhe,+49 721 91517256,beauty-salon-karlsruhe@t-online.de,https://www.beauty-salon-karlsruhe.de,Hairdresser,"Hamburger Straße 18, 76189 Karlsruhe",Karlsruhe,76189
Coiffeur 17,+49 721 16623085,service@coiffeur-17.de,https://www.coiffeur-17.de,Hairdresser,"Kirchstraße 29, 76139 Karlsruhe",Karlsruhe,76139
Coiffeur City 57,+49 721 20326675,termin@coiffeur-city-57.de,https://www.coiffeur-city-57.de,Hairdresser,"Bahnhofstraße 67, 76189 Karlsruhe",Karlsruhe,76189
Coiffeur Zentrum,+49 721 53092525,termin@coiffeur-zentrum.de,https://www.coiffeur-zentrum.de,Hairdresser,"Kölner Straße 58, 76135 Karlsruhe",Karlsruhe,76135
Friseursalon 54,+49 721 25628454,service@friseursalon-54.de,https://www.friseursalon-54.de,Hairdresser,"Berliner Straße 10, 76135 Karlsruhe",Karlsruhe,76135
Friseursalon Mitte 81,+49 721 60570030,kontakt@friseursalon-mitte-81.de,,Barber,"Schillerstraße 141, 76189 Karlsruhe",Karlsruhe,76189
Frisör Mitte 75,+49 721 57481949,kontakt@frisr-mitte-75.de,https://www.frisr-mitte-75.de,Barber,"Berliner Straße 138, 76135 Karlsruhe",Karlsruhe,76135
Frisör Zentrum 46,+49 721 95978089,kontakt@frisr-zentrum-46.de,https://www.frisr-zentrum-46.de,Hairdresser,"Lindenstraße 21, 76139 Karlsruhe",Karlsruhe,76139
Gentlemen's Cut 43,+49 721 37420918,termin@gentlemens-cut-43.de,https://www.gentlemens-cut-43.de,Hairdresser,"Lindenstraße 144, 76135 Karlsruhe",Karlsruhe,76135
Haarstudio City 9,+49 721 47525433,haarstudio-city-9@t-online.de,https://www.haarstudio-city-9.de,Hairdresser,"Marktplatz 118, 76187 Karlsruhe",Karlsruhe,76187
Hair Design Karlsruhe,+49 721 42106032,termin@hair-design-karlsruhe.de,https://www.hair-design-karlsruhe.de,Hairdresser,"Bahnhofstraße 46, 76185 Karlsruhe",Karlsruhe,76185
Hair Design Mitte 21,+49 721 99185268,service@hair-design-mitte-21.de,https://www.hair-design-mitte-21.de,Barber,"Schillerstraße 134, 76189 Karlsruhe",Karlsruhe,76189
Hair Design Zentrum 26,+49 721 48229283,hair-design-zentrum-26@web.de,https://www.hair-design-zentrum-26.de,Hairdresser,"Münchner Straße 69, 76137 Karlsruhe",Karlsruhe,76137
Herrenfriseur Karlsruhe,+49 721 91999740,herrenfriseur-karlsruhe@outlook.de,https://www.herrenfriseur-karlsruhe.de,Hairdresser,"Bahnhofstraße 65, 76187 Karlsruhe",Karlsruhe,76187
Herrenfriseur Karlsruhe 49,+49 721 56781924,herrenfriseur-karlsruhe-49@t-online.de,https://www.herrenfriseur-karlsruhe-49.de,Hairdresser,"Königstraße 111, 76137 Karlsruhe",Karlsruhe,76137
Herrenfriseur Mitte 35,+49 721 50839462,info@herrenfriseur-mitte-35.de,https://www.herrenfriseur-mitte-35.de,Barber,"Münchner Straße 85, 76135 Karlsruhe",Karlsruhe,76135
Barber Shop City 88,+49 561 66175584,service@barber-shop-city-88.de,https://www.barber-shop-city-88.de,Barber,"Marktplatz 100, 34121 Kassel",Kassel,34121
Barbier 52,+49 561 23509880,barbier-52@gmx.de,,Hairdresser,"Hamburger Straße 70, 34127 Kassel",Kassel,34127
Coiffeur 69,+49 561 45533303,coiffeur-69@t-online.de,https://www.coiffeur-69.de,Hairdresser,"Friedrichstraße 31, 34117 Kassel",Kassel,34117
Coiffeur Mitte 70,+49 561 43282649,coiffeur-mitte-70@web.de,,Hairdresser,"Goethestraße 80, 34119 Kassel",Kassel,34119
Damenfriseur Kassel,+49 561 32501443,service@damenfriseur-kassel.de,,Hairdresser,"Marktplatz 18, 34125 Kassel",Kassel,34125
Friseursalon Kassel,+49 561 17193633,friseursalon-kassel@web.de,https://www.friseursalon-kassel.de,Hairdresser,"Kölner Straße 20, 34119 Kassel",Kassel,34119
Friseursalon Mitte 78,+49 561 19500919,termin@friseursalon-mitte-78.de,https://www.friseursalon-mitte-78.de,Hairdresser,"Hamburger Straße 35, 34129 Kassel",Kassel,34129
Frisör City 5,+49 561 34975253,service@frisr-city-5.de,https://www.frisr-city-5.de,Barber,"Hauptstraße 32, 34119 Kassel",Kassel,34119
Gentlemen's Cut Mitte 64,+49 561 87432379,termin@gentlemens-cut-mitte-64.de,https://www.gentlemens-cut-mitte-64.de,Barber,"Hauptstraße 71, 34117 Kassel",Kassel,34117
Hair & Beauty Zentrum 31,+49 561 45598836,service@hair--beauty-zentrum-31.de,https://www.hair--beauty-zentrum-31.de,Hairdresser,"Goethestraße 17, 34117 Kassel",Kassel,34117
Hair & Beauty Zentrum 78,+49 561 67558027,hair--beauty-zentrum-78@t-online.de,https://www.hair--beauty-zentrum-78.de,Hairdresser,"Berliner Straße 85, 34129 Kassel",Kassel,34129
Hair Design Kassel,+49 561 29490495,info@hair-design-kassel.de,,Barber,"Berliner Straße 54, 34128 Kassel",Kassel,34128
Herrenfriseur City 21,+49 561 47394498,herrenfriseur-city-21@gmail.com,https://www.herrenfriseur-city-21.de,Hairdresser,"Kirchstraße 86, 34128 Kassel",Kassel,34128
Herrenfriseur City 99,+49 561 89081934,salon@herrenfriseur-city-99.de,https://www.herrenfriseur-city-99.de,Hairdresser,"Münchner Straße 38, 34119 Kassel",Kassel,34119
Style Studio Zentrum 75,+49 561 49609443,salon@style-studio-zentrum-75.de,https://www.style-studio-zentrum-75.de,Hairdresser,"Kaiserstraße 103, 34128 Kassel",Kassel,34128
Barber Kiel,+49 431 73186829,barber-kiel@outlook.de,https://www.barber-kiel.de,Hairdresser,"Schillerstraße 62, 24111 Kiel",Kiel,24111
Barber Mitte 45,+49 431 51172250,termin@barber-mitte-45.de,https://www.barber-mitte-45.de,Hairdresser,"Hamburger Straße 4, 24106 Kiel",Kiel,24106
Barber Mitte 50,+49 431 51231056,barber-mitte-50@gmx.de,https://www.barber-mitte-50.de,Hairdresser,"Münchner Straße 5, 24114 Kiel",Kiel,24114
Barber Shop Zentrum 88,+49 431 73084144,service@barber-shop-zentrum-88.de,https://www.barber-shop-zentrum-88.de,Hairdresser,"Hauptstraße 2, 24103 Kiel",Kiel,24103
Beauty Salon Kiel,+49 431 13591307,service@beauty-salon-kiel.de,,Barber,"Goethestraße 92, 24103 Kiel",Kiel,24103
Damenfriseur City 2,+49 431 59455612,salon@damenfriseur-city-2.de,https://www.damenfriseur-city-2.de,Hairdresser,"Schillerstraße 19, 24105 Kiel",Kiel,24105
Damenfriseur Zentrum 59,+49 431 63866793,service@damenfriseur-zentrum-59.de,https://www.damenfriseur-zentrum-59.de,Barber,"Münchner Straße 88, 24106 Kiel",Kiel,24106
Friseursalon City 89,+49 431 61279019,friseursalon-city-89@t-online.de,https://www.friseursalon-city-89.de,Hairdresser,"Hauptstraße 30, 24111 Kiel",Kiel,24111
Frisör City 56,+49 431 47183908,termin@frisr-city-56.de,,Hairdresser,"Münchner Straße 140, 24103 Kiel",Kiel,24103
Frisör Kiel,+49 431 61628175,kontakt@frisr-kiel.de,https://www.frisr-kiel.de,Hairdresser,"Kirchstraße 30, 24109 Kiel",Kiel,24109
Frisör Mitte 76,+49 431 44345211,service@frisr-mitte-76.de,,Hairdresser,"Kaiserstraße 8, 24111 Kiel",Kiel,24111
Gentlemen's Cut City 73,+49 431 72366977,termin@gentlemens-cut-city-73.de,https://www.gentlemens-cut-city-73.de,Hairdresser,"Kölner Straße 123, 24113 Kiel",Kiel,24113
Haarstudio Zentrum 50,+49 431 40492720,haarstudio-zentrum-50@web.de,,Hairdresser,"Münchner Straße 14, 24111 Kiel",Kiel,24111
Haarstudio Zentrum 52,+49 431 90397442,termin@haarstudio-zentrum-52.de,https://www.haarstudio-zentrum-52.de,Hairdresser,"Kaiserstraße 149, 24105 Kiel",Kiel,24105
Haarwerk Kiel,+49 431 21591328,service@haarwerk-kiel.de,https://www.haarwerk-kiel.de,Hairdresser,"Kaiserstraße 29, 24109 Kiel",Kiel,24109
Hair Design Kiel,+49 431 89414961,kontakt@hair-design-kiel.de,https://www.hair-design-kiel.de,Hairdresser,"Kaiserstraße 77, 24114 Kiel",Kiel,24114
Hair Design Kiel 13,+49 431 61185269,termin@hair-design-kiel-13.de,https://www.hair-design-kiel-13.de,Hairdresser,"Lindenstraße 16, 24114 Kiel",Kiel,24114
Hair Design Kiel 72,+49 431 98966159,termin@hair-design-kiel-72.de,https://www.hair-design-kiel-72.de,Hairdresser,"Kölner Straße 25, 24103 Kiel",Kiel,24103
Style Studio Kiel,+49 431 12384561,kontakt@style-studio-kiel.de,https://www.style-studio-kiel.de,Hairdresser,"Goethestraße 82, 24105 Kiel",Kiel,24105
Barber Mitte 1,+49 2151 60398398,barber-mitte-1@gmail.com,https://www.barber-mitte-1.de,Hairdresser,"Goethestraße 1, 47799 Krefeld",Krefeld,47799
Barber Shop 38,+49 2151 99844539,info@barber-shop-38.de,https://www.barber-shop-38.de,Hairdresser,"Goethestraße 120, 47804 Krefeld",Krefeld,47804
Barber Shop 87,+49 2151 45527679,salon@barber-shop-87.de,https://www.barber-shop-87.de,Hairdresser,"Berliner Straße 121, 47803 Krefeld",Krefeld,47803
Beauty Salon 85,+49 2151 75508564,termin@beauty-salon-85.de,https://www.beauty-salon-85.de,Hairdresser,"Kaiserstraße 16, 47807 Krefeld",Krefeld,47807
Beauty Salon Zentrum 67,+49 2151 66629735,termin@beauty-salon-zentrum-67.de,https://www.beauty-salon-zentrum-67.de,Hairdresser,"Münchner Straße 147, 47807 Krefeld",Krefeld,47807
Coiffeur 87,+49 2151 82538041,termin@coiffeur-87.de,https://www.coiffeur-87.de,Hairdresser,"Kirchstraße 41, 47803 Krefeld",Krefeld,47803
Coiffeur Krefeld,+49 2151 29823231,kontakt@coiffeur-krefeld.de,https://www.coiffeur-krefeld.de,Hairdresser,"Marktplatz 144, 47800 Krefeld",Krefeld,47800
Damenfriseur Mitte 54,+49 2151 83449153,termin@damenfriseur-mitte-54.de,https://www.damenfriseur-mitte-54.de,Hairdresser,"Hauptstraße 64, 47805 Krefeld",Krefeld,47805
